"Insert (nedtrie)","Find 0-N (nedtrie)","Find N (nedtrie)","Remove (nedtrie)","Iterate (nedtrie)","Insert (rbtree)","Find 0-N (rbtree)","Find N (rbtree)","Remove (rbtree)","Iterate (rbtree)","Insert (hash)","Find 0-N (hash)","Find N (hash)","Remove (hash)","Iterate (hash)","Insert (trie_map<size_t>)","Find 0-N (trie_map<size_t>)","Find N (trie_map<size_t>)","Remove (trie_map<size_t>)","Iterate (trie_map<size_t>)","Insert (map<size_t>)","Find 0-N (map<size_t>)","Find N (map<size_t>)","Remove (map<size_t>)","Iterate (map<size_t>)","Insert (unordered_map<size_t>)","Find 0-N (unordered_map<size_t>)","Find N (unordered_map<size_t>)","Remove (unordered_map<size_t>)","Iterate (unordered_map<size_t>)"
6019624.596378,6130902.922389,6272437.144150,9271809.045865,13333988.885994,6299694.927248,7310797.049290,7423123.183915,9256556.128771,13058735.904191,8868030.669360,6099794.950815,7522672.600928,13353589.502557,17647600.919479,3079558.383322,5384464.327886,5356136.419134,4112896.354736,18096164.822742,4297542.917610,7571216.413973,6830720.695242,5216869.511925,12300938.229659,8429640.024739,9424558.530228,10543385.209438,7741445.421075,14521925.183082
6017289.865976,6127340.942753,6266588.853086,9266338.637141,13319050.237995,6300758.165614,7311200.977169,7422759.744465,9255977.648888,13058157.290351,8868410.109197,6101895.981749,7522059.433997,13352578.998286,17623323.332102,3087403.952996,5400547.725395,5374780.858468,4107153.357206,18096265.110644,4300346.765287,7571049.602079,6832582.443943,5210923.203825,12301151.934212,8428708.890837,9425874.789817,10541840.283335,7743784.547814,14516960.388055
6015751.815302,6124503.684441,6263439.802088,9259755.609652,13293671.589193,6299346.257432,7306405.207638,7422342.900557,9255704.580158,13058378.467423,8868565.196301,6102044.332289,7521377.015563,13335877.488860,17623378.070491,3081159.099634,5382833.195966,5357674.592497,4113710.158018,18095892.740555,4296446.621903,7562575.723658,6815006.676735,5214686.030838,12301177.635312,8424388.731968,9427814.824521,10539743.696474,7742468.317735,14521249.316152
6011636.861941,6126559.212106,6260255.942120,9253771.027467,13268241.321478,6299543.003165,7306081.548793,7421574.539128,9255903.474268,13058141.021010,8869100.903277,6101740.876829,7520688.100131,13334863.656327,17628464.798789,3087358.789734,5410106.618982,5375342.673559,4106118.453109,18095866.866710,4299031.456970,7575133.416654,6817860.503030,5211172.552158,12301924.909497,8423962.383408,9426493.287454,10538295.533997,7744020.538539,14517697.660937
6008349.891834,6122789.370104,6254073.028508,9247919.778391,13270636.371201,6298224.705899,7304158.887955,7420438.095908,9263281.043062,13058385.902163,8871269.797194,6105247.897582,7520810.638530,13339132.222970,17645519.292542,3079285.097077,5397039.973416,5359051.242470,4113725.430946,18096689.850531,4296731.484613,7558015.358562,6814668.798819,5211497.305020,12302336.978849,8422548.687997,9428349.618083,10538248.259941,7742154.382854,14521818.367035
6005590.358385,6122496.631318,6250601.858400,9235687.818850,13244878.823864,6297137.099842,7305655.225682,7419498.808561,9265542.768165,13047543.797475,8866886.071696,6107287.397747,7517136.166759,13336550.473985,17644484.657836,3085649.144290,5414196.806784,5378593.921172,4108402.701869,18096742.103140,4300681.682405,7566361.449240,6818083.554198,5207705.597342,12300295.408238,8422655.117436,9428264.949302,10541606.217826,7739853.934934,14520244.082008
6000556.167208,6120915.584967,6247452.630712,9229020.419118,13232918.732584,6297127.882677,7309650.722296,7418469.459573,9269177.246382,13047253.281186,8867312.461810,6104705.130458,7511414.508178,13346513.123839,17644170.076675,3081189.264185,5406365.423765,5363530.911412,4112560.263555,18096621.456389,4298316.523085,7549158.539035,6811795.404737,5211653.984725,12300054.001325,8420861.893604,9428147.966763,10541781.135753,7739107.516515,14522225.420759
5998277.275370,6122030.035045,6243673.413419,9217924.275608,13206232.039828,6297353.554152,7312310.750247,7417774.165202,9270268.411400,13046972.070860,8868018.561870,6109489.594122,7510951.592556,13330536.982882,17643918.779737,3086390.964981,5422866.542489,5371776.177599,4104309.144408,18096485.086976,4301092.695111,7558275.530447,6827795.052269,5210483.975540,12299864.451729,8422699.474293,9422665.729498,10540765.972489,7743167.336955,14525970.440787
5993954.128650,6120774.515642,6240059.877931,9209364.850810,13193787.981273,6297373.680112,7314091.133380,7417870.130740,9273773.046127,13046620.816297,8866076.285898,6104804.568514,7513968.727912,13330353.941472,17646991.759830,3081228.193390,5406760.355749,5357058.272311,4110931.185747,18096726.074165,4298121.464784,7543355.197430,6822981.763704,5216181.144622,12299587.171374,8420299.549292,9420004.045473,10540167.040465,7737394.821400,14527937.451455
5992532.290509,6121738.319930,6236634.012941,9207610.047082,13188195.983510,6297857.423202,7314240.823815,7417582.783065,9273489.462775,13046820.894194,8866932.220570,6112730.721606,7513143.827641,13329030.279202,17648674.062315,3087169.587274,5423952.078364,5375737.548456,4105201.834386,18096621.735053,4302366.374089,7552733.823109,6827400.669786,5209510.695182,12301566.469592,8420412.836768,9420383.042038,10535838.879302,7730521.725414,14526626.769751
5992382.339909,6122360.293389,6239861.704928,9209254.927020,13194675.273067,6298729.419859,7314581.127396,7413596.837405,9273856.378484,13045089.158584,8867984.801637,6111188.140061,7509317.025519,13328032.755198,17672815.120630,3080682.720413,5407547.060455,5357571.486855,4108870.834390,18096862.437201,4299231.863920,7549007.641685,6804693.882952,5215703.592970,12302184.771818,8421540.842692,9419453.793550,10536183.911076,7727332.270780,14529609.013367
5995218.642627,6123844.126663,6239853.838460,9216341.169929,13218083.856351,6299373.254499,7313811.027441,7413276.236953,9273580.825719,13041402.203904,8869363.137778,6112729.159205,7506151.552793,13340651.113651,17672563.759111,3086398.538742,5421797.235847,5374353.145414,4100259.527391,18097025.221772,4301728.700953,7553427.776750,6822691.106003,5210378.249315,12301500.412269,8426081.497970,9418092.082286,10539447.818828,7717723.666122,14528944.476784
6000796.392540,6124904.020273,6242405.283803,9217239.957203,13243152.742049,6300661.877703,7314624.321136,7413422.301920,9273243.547465,13039457.790510,8871054.760335,6115583.616741,7506133.157790,13338859.667520,17659746.972138,3079539.453881,5401508.787988,5355888.457166,4105360.306836,18097156.013964,4296623.613964,7539716.153589,6818321.446706,5213268.734486,12300954.374726,8426316.482615,9418560.968606,10541224.369052,7712456.125408,14535654.533116
6004562.360547,6129823.555265,6247744.680782,9223659.498642,13267789.088799,6298488.756870,7317049.292183,7413202.816644,9272240.831177,13037488.395934,8871904.208283,6109309.500223,7505410.254006,13338843.218334,17659785.320313,3088284.361683,5418512.073626,5373682.766855,4097754.867411,18096360.390726,4299451.197516,7551212.126544,6821906.272826,5210524.860083,12298868.825044,8426731.321994,9417652.738098,10538701.135459,7710587.994159,14534445.569760
6006758.701257,6131455.875049,6250350.927032,9234402.193390,13294027.535410,6298580.070090,7316590.371180,7413213.351033,9264342.025505,13047679.996545,8878185.046281,6107681.101656,7508335.099970,13327255.267427,17659958.131386,3079317.171706,5401008.317482,5356140.727940,4103669.270862,18096302.783195,4296027.852775,7546586.039064,6806202.527483,5213262.350034,12298274.154530,8403224.373893,9412431.935950,10537236.140514,7707020.621411,14532898.991945
6010969.690457,6132140.494529,6252992.659489,9240532.514378,13319410.300667,6298240.254066,7316061.510189,7408813.583232,9262183.358827,13046366.637890,8874634.841079,6103562.961817,7509838.165869,13324060.949118,17643909.125812,3084405.702788,5417457.305174,5372577.723083,4097707.426798,18096527.191971,4300046.358385,7560277.746463,6810207.934925,5208201.594305,12297882.965713,8404013.243686,9411437.297867,10535745.046947,7703895.062851,14531306.614347
6012450.752287,6132228.805523,6256803.276606,9248467.409661,13345714.318293,6295387.722532,7314024.864945,7408429.859452,9262652.809823,13041733.415850,8862037.161695,6094831.570163,7506525.091985,13331803.711248,17619989.743606,3079033.089627,5402983.682498,5365539.884051,4106374.077966,18096688.865305,4296715.218321,7551952.874729,6809000.512712,5211879.231734,12298157.170890,8402772.783507,9416476.303226,10536970.842912,7701831.367552,14532834.136041
6015283.150523,6133097.097964,6259994.800492,9256268.389696,13359450.866038,6295836.882933,7312163.967922,7407357.243214,9262752.712693,13040317.263676,8859745.788878,6087926.021169,7503472.642913,13324322.889103,17593906.085490,3085411.031604,5422339.190747,5381452.088101,4099099.430036,18070321.162121,4299703.929004,7564229.256756,6814466.933200,5207013.762080,12297131.520834,8403828.951791,9422650.761365,10535158.536916,7703620.167518,14530230.307417
6016053.532239,6133560.832885,6265891.301335,9264254.717933,13383557.151616,6295819.070202,7310931.602612,7406464.933932,9264301.186810,13028204.411083,8850770.671210,6081556.569808,7500216.561365,13318195.701272,17572760.525073,3080221.078311,5404647.867037,5363171.905298,4107829.359049,18070595.761301,4296668.130208,7558091.396117,6810545.796738,5211355.704297,12282965.794757,8403251.631953,9421778.667951,10536635.088393,7706760.183434,14530549.002546
6018615.345461,6134571.394762,6267891.450462,9270661.564478,13390673.080163,6296271.492649,7308820.317134,7410330.743252,9264166.074761,13028505.814843,8846462.773052,6076367.480919,7493340.068905,13310782.404170,17536752.486882,3086923.338274,5419129.255907,5380358.401122,4101956.859421,18067939.911647,4299748.735061,7566100.214176,6832611.351357,5202950.237016,12281815.967337,8403150.791782,9424506.737261,10502426.834978,7709590.172575,14526671.294836
6017585.421368,6134884.507075,6270181.989404,9272296.720151,13392760.303628,6296506.340683,7310327.718499,7405725.231771,9263471.830045,13031357.208648,8842249.487594,6070023.162100,7488943.104752,13307572.636027,17511760.698118,3081469.130260,5402209.085829,5363243.060031,4106139.372338,18068105.449438,4295437.018468,7561364.224703,6828945.585770,5207173.832073,12280802.539608,8401148.798731,9422743.104545,10502654.111037,7720284.064518,14525840.825972
6016895.609242,6134817.324588,6269848.180557,9279262.502292,13392080.407649,6294544.996277,7311328.162389,7404851.116842,9262851.357192,13031883.072659,8837472.016691,6063953.563054,7485158.021875,13300640.758638,17474591.362482,3088532.528843,5417669.210602,5382277.063705,4101287.863024,18069127.132473,4299997.286958,7571131.706560,6832019.327179,5203148.373735,12279876.047257,8401014.202635,9425182.874924,10499838.277928,7726712.097765,14524372.269797
6015309.485788,6133489.230236,6268922.323324,9281000.751301,13392499.301353,6297422.411303,7311058.949445,7404635.297602,9258286.127932,13032424.878912,8832515.773346,6059301.414749,7481397.184410,13291558.485737,17448216.694095,3082794.711511,5402286.135947,5364229.237266,4106141.634414,18069276.390690,4297035.372388,7559126.080773,6827461.591299,5209904.422831,12236963.489930,8399892.573524,9419760.721483,10499856.349897,7730986.266098,14522983.517612
6015541.968524,6132466.332960,6268722.888756,9282022.432761,13392893.133564,6296660.294752,7308057.600254,7400534.991776,9265894.480762,13033531.098376,8828644.218158,6051681.169735,7477752.122199,13286103.725073,17422997.735119,3091961.302609,5421129.446653,5380199.965920,4096725.563948,18069207.577887,4299264.335861,7569524.070030,6845283.249754,5205862.643682,12236914.735988,8423948.735573,9423202.669593,10499349.970496,7736951.662043,14525023.646586
6016404.976290,6131518.649615,6265280.481649,9280947.478843,13392281.541804,6293957.788737,7308392.560060,7404177.681700,9266899.071936,13034428.667034,8829393.187531,6047637.440832,7476995.304514,13285564.340197,17407454.092355,3084222.651237,5404157.922995,5361094.186579,4103388.096840,18069045.103913,4294733.590782,7562437.061676,6840460.330155,5211111.305930,12237495.412596,8422817.151963,9426351.342974,10499962.990701,7739383.801891,14464859.321877
6018156.075844,6130135.595015,6264879.870383,9279525.372570,13392534.661051,6296352.914743,7307804.685881,7403885.581122,9267991.154226,13037913.915870,8838980.435433,6045809.327291,7476163.480261,13284972.387169,17405616.781840,3090356.634614,5415413.322894,5378499.476139,4094771.663896,18068976.120842,4297210.649293,7567549.377796,6845715.760114,5205993.504983,12237703.229636,8423812.528030,9426694.616752,10495191.195739,7742183.236573,14464399.907798
6016044.720503,6131804.963426,6264920.193946,9277436.495886,13405056.834505,6295930.394531,7307959.037976,7403897.604466,9268095.869855,13037749.701081,8839849.655674,6047784.367358,7475476.538553,13283487.588918,17403045.954196,3084714.673096,5397744.432609,5363716.328641,4101018.981731,18095025.163388,4294768.854931,7559293.660376,6841360.127862,5208527.236950,12225654.006626,8423020.263407,9425139.874437,10495752.447107,7741244.780570,14461383.198672
6017934.213004,6131252.154242,6264403.783371,9274981.884240,13405883.904178,6294813.098660,7307249.042864,7403583.288634,9266104.549353,13046998.223256,8850643.040718,6050031.660177,7474068.499858,13287451.060429,17423716.250964,3090299.608106,5410583.932471,5373494.991497,4093757.159433,18068881.338032,4296925.257673,7568205.423412,6844708.086712,5205297.707642,12237816.367605,8423396.571528,9428197.283125,10494111.257913,7740415.866851,14461428.530011
6014902.326632,6132961.755935,6264189.033740,9270835.918302,13416179.822584,6294283.281067,7310309.777738,7398476.678514,9266101.575253,13045941.190574,8856733.969569,6060114.801592,7475931.697537,13292272.832238,17462418.676293,3084623.099489,5398295.814621,5356917.394595,4100376.168111,18071489.181118,4292058.134873,7558602.717658,6838845.597886,5213153.262413,12237036.312729,8422983.094226,9426103.269120,10527219.851780,7736834.438992,14466444.409039
6014162.150368,6131592.698330,6260700.383006,9266969.349528,13414421.459450,6291500.254504,7312708.795769,7402291.307004,9267182.475280,13043302.590805,8863137.963580,6069740.848965,7477935.517805,13293713.573752,17487617.904010,3090719.844396,5415726.835452,5374566.569401,4095921.465560,18071560.068081,4295887.788965,7563528.174233,6842327.430973,5206778.430782,12238030.800698,8423633.200471,9428723.213388,10525574.181480,7717567.627094,14464238.717816
6010425.735267,6131832.162311,6259962.845168,9263406.387192,13414828.518341,6292939.613309,7311926.953981,7401500.515846,9261620.823173,13042618.512260,8870187.855081,6073051.293704,7480453.997297,13299683.717474,17532402.705273,3083779.060461,5398342.006648,5354322.842450,4095268.297684,18070572.935117,4292380.073898,7556589.583722,6841563.965061,5211135.453058,12184695.801256,8421695.010924,9421674.958261,10526769.074961,7714751.779592,14461981.296749
6010129.450104,6128329.729706,6257778.305642,9259754.750719,13414589.074465,6293027.676823,7309491.166567,7397004.164006,9266149.259254,13041944.939635,8877503.068618,6084393.587086,7483030.223593,13306030.599773,17558893.452251,3089095.944466,5413166.816959,5368694.643486,4088228.853813,18070457.394039,4294772.780559,7566988.457076,6844405.661359,5205790.964272,12229170.364791,8421899.977815,9427517.891108,10526830.597525,7714419.222167,14460648.850534
6009785.652216,6128466.160234,6257997.702586,9259260.296187,13415227.920494,6293522.765370,7310220.733255,7399357.342386,9264832.129075,13040993.884721,8882895.128290,6086288.312798,7485791.869878,13321090.147372,17584318.937554,3082703.632625,5389845.023129,5350209.814674,4095022.042909,18070497.374696,4291784.638966,7555706.531704,6841200.798978,5211022.324023,12232500.435787,8419897.617800,9423771.851903,10528182.639065,7713946.727921,14462336.371151
6009758.476536,6128752.475420,6261599.642108,9259703.871195,13416106.729716,6292214.390445,7310649.827980,7398250.492534,9264067.311718,13039552.703127,8888991.585878,6091898.273378,7485091.221579,13322464.446943,17616709.545195,3091893.253395,5404490.394360,5366913.905487,4087435.956592,18070552.699936,4295663.303525,7559296.356197,6845170.242438,5202470.242904,12232109.608485,8419917.622644,9422572.543777,10527197.435007,7711156.944176,14522461.814224
6008478.136479,6128928.257530,6261251.381954,9261250.061440,13415478.902574,6291197.753046,7310680.455970,7397744.104623,9260062.981189,13040299.378010,8894820.303623,6102522.169535,7482845.525572,13324654.189242,17645497.969009,3084464.094651,5386933.769182,5347197.807887,4093598.860186,18070421.991624,4293575.020237,7549051.863042,6827388.575812,5205076.553979,12220968.137776,8418789.631024,9420901.661878,10531089.414813,7708504.583229,14522264.801277
6010754.561237,6127394.414590,6259848.633444,9262375.313651,13414583.040421,6290243.407149,7308895.417725,7396749.773077,9257807.527536,13040371.525833,8900526.622688,6111673.840016,7484666.683746,13328958.891078,17670908.687339,3090723.084319,5400720.254795,5361259.693558,4087661.818149,18070648.080834,4296085.155565,7555710.251372,6831017.294728,5201616.292046,12233360.088950,8398644.439515,9417091.324831,10530153.064437,7709599.958519,14522508.001575
6010267.374688,6129429.371007,6259480.436364,9261822.881511,13416758.313275,6288241.292630,7312055.403478,7396240.685168,9259080.278259,13041605.165087,8901135.178849,6110034.178097,7481159.119804,13324980.721356,17669189.150315,3084070.020883,5388505.176774,5347952.615909,4093818.149619,18096775.672580,4293531.020204,7544760.423911,6827311.103729,5205643.059451,12234387.034516,8397822.496859,9415725.071541,10532911.225317,7706975.762509,14524792.984933
6012646.633208,6128486.981341,6258000.229945,9262388.998897,13419585.724518,6285116.046964,7308985.099935,7400160.600682,9260453.234605,13042448.045884,8901716.013110,6110996.584308,7486772.849851,13321392.802190,17666170.451817,3088993.964226,5399857.194873,5355040.604379,4087168.455070,18097819.327770,4297407.066560,7548335.610280,6831836.553634,5197922.622630,12234167.369438,8396939.162159,9420032.311361,10531721.140474,7707300.900115,14522658.819824
6013093.907662,6129564.966493,6261207.312473,9258319.859447,13421415.314456,6287718.544391,7308487.031005,7399931.749131,9261109.555403,13033526.671531,8902580.373426,6109505.708047,7489826.038669,13318675.000241,17645212.449615,3082264.639006,5384919.397812,5336246.164663,4093369.406946,18098382.047956,4293767.044104,7539601.128497,6815923.596583,5201774.833618,12233400.978832,8395551.481004,9416386.006760,10533484.483424,7723334.928720,14526203.680737
6016410.765144,6127261.073142,6261403.295656,9260017.533188,13421682.838522,6288151.686096,7308328.905691,7399938.899289,9266911.084538,13034269.775907,8903268.348542,6111888.815101,7488507.630808,13316456.981835,17645082.957309,3086483.856591,5402247.507993,5352604.503396,4092963.773959,18098092.591442,4296855.360944,7545462.738515,6817389.598206,5197381.133116,12287614.585405,8397264.028731,9420597.045421,10532515.808312,7720944.472888,14529876.446713
6016722.316482,6128706.623461,6264172.231763,9261877.051579,13411394.945591,6287660.783833,7303599.567782,7402331.865327,9266346.779214,13033785.180439,8901922.392573,6109160.471630,7487395.192063,13314832.084123,17645086.157659,3078852.049113,5387205.886965,5334626.120225,4096835.863470,18097695.022749,4293171.857394,7535579.972318,6812195.390446,5200313.191239,12286693.159386,8396495.576872,9396614.700447,10532334.978767,7718874.478911,14529382.972635
6016466.587531,6124869.367803,6263739.687667,9261982.333974,13410816.318863,6286241.999748,7297402.722447,7402326.198318,9265502.300606,13033902.430054,8903207.603259,6113904.833762,7485988.259814,13313369.127487,17649988.857590,3082792.244141,5405713.975696,5350876.331367,4091223.629486,18097576.228926,4296872.429058,7541960.695656,6813689.351503,5192897.730133,12282367.737747,8397497.937459,9400001.559423,10531084.733175,7717118.916173,14528446.947363
6015417.730477,6124664.262825,6261770.306684,9261097.708560,13411137.582014,6288630.941703,7294071.693154,7402654.147036,9265806.936242,13033961.470986,8898808.718920,6118294.792766,7488105.174116,13314218.235897,17649658.876962,3073775.593030,5392044.422725,5333902.325062,4097868.075230,18097488.266844,4293561.793069,7535601.699231,6797238.508290,5199678.247897,12279050.414776,8397577.634239,9399554.037652,10532645.466811,7718698.898335,14530387.524556
6015261.619189,6123040.885438,6261121.701046,9254245.709212,13411470.300025,6285589.011966,7292670.890303,7402064.825232,9269691.962707,13034033.715177,8899624.462382,6114366.930031,7488406.566400,13312918.072163,17646570.034176,3078194.754941,5411982.764188,5351248.185140,4092863.374325,18097539.847908,4294585.603799,7543871.558463,6810998.436581,5195948.682772,12289872.225430,8398581.953734,9399277.744090,10532048.437779,7720807.117690,14530718.923784
6014909.137441,6122695.587849,6261154.540597,9252474.422843,13412939.417575,6284815.472405,7295201.503090,7401314.532976,9272802.169491,13033486.646256,8901629.516475,6117347.755013,7488008.009120,13312314.090748,17646709.462341,3069707.764660,5403174.682475,5334908.555718,4099582.519972,18097374.756429,4291271.113262,7536487.447251,6805690.506602,5200092.125792,12290280.582058,8417627.511811,9396668.140367,10534169.038775,7722677.700827,14535143.632973
6014629.791153,6118592.388357,6260759.410629,9251556.331301,13411597.863084,6285569.240707,7292832.587497,7401011.896401,9273860.416379,13033269.926913,8903242.274315,6121204.778684,7487926.822664,13312151.799117,17646679.561628,3075267.791993,5419216.508157,5355020.120235,4094008.372051,18097132.435898,4294391.995247,7545308.160064,6808981.489698,5197137.584559,12289489.103944,8417855.323121,9395827.034930,10500569.327323,7726352.963405,14530850.340060
6015732.535285,6117883.652341,6260787.083246,9250131.733901,13411283.189221,6287672.981907,7293601.156057,7401168.263167,9273472.652720,13031884.656466,8904418.816029,6116106.689056,7486910.513068,13311825.214621,17623739.304032,3068455.522147,5405984.626413,5347033.374222,4100921.759293,18095791.173463,4291173.818479,7537997.871510,6791179.065096,5201043.099085,12288442.886074,8417389.746629,9390102.309963,10501974.556037,7728557.198809,14531066.535880
6015096.700154,6114643.202380,6260474.610543,9253965.416035,13411233.111206,6283810.206046,7295512.283804,7399964.456416,9273171.934265,13042097.543522,8902838.671117,6112163.417441,7485592.125853,13295950.709297,17652260.115418,3074107.890490,5424442.222337,5356658.293723,4096462.163845,18069295.289408,4293904.365317,7548421.186759,6805521.152347,5197851.733967,12288964.736662,8419185.919739,9391837.127046,10500813.064935,7727269.552793,14530680.994074
6014449.740683,6116247.369683,6259711.310275,9252126.429781,13410828.359011,6279471.429211,7294239.959617,7399691.601722,9274386.466759,13042322.454474,8902983.442529,6111031.911534,7484475.758380,13296052.512065,17652754.515270,3069418.980896,5407309.804471,5342692.120267,4102368.482925,18069551.239712,4290103.596336,7541537.515170,6798839.156821,5202267.626004,12288623.951588,8417115.294831,9393600.895818,10498986.439872,7730072.562965,14530123.456782
6013530.585459,6116511.405445,6259071.774176,9245084.786201,13422345.580781,6278206.625896,7298424.368082,7400046.703873,9276224.562630,13031810.180125,8905493.684987,6114029.805459,7483405.055946,13296985.483523,17652716.251266,3076417.578176,5422955.303206,5364777.229822,4099861.527775,18069961.280420,4292605.929333,7549716.958525,6803308.308289,5196539.971572,12288661.310009,8416067.004912,9415092.856153,10498354.729352,7732381.589995,14532695.462875
6013272.070694,6118763.818796,6258293.994986,9243215.603390,13423366.844951,6277660.669059,7302306.230412,7399723.128735,9277046.129979,13031654.973003,8906758.931146,6115638.494329,7482425.389508,13297782.549155,17650957.556873,3071887.101249,5408422.905309,5350226.952649,4101660.993082,18070047.382781,4289170.142114,7544423.848721,6786736.082205,5202744.865525,12292357.317140,8414892.641646,9411718.506569,10499191.080274,7716313.180458,14533623.679779
6013665.868202,6119977.753721,6259334.327480,9243854.339446,13423002.345490,6276939.504193,7302339.131441,7399732.255739,9276925.777777,13031943.758961,8912895.191593,6115911.790798,7477940.775773,13297890.019045,17650739.531084,3079012.098864,5426154.626246,5369760.304874,4094858.696016,18070133.194394,4290264.994492,7551098.342968,6801502.226741,5197664.461387,12295755.565054,8414776.299895,9411121.388574,10497102.610694,7717146.521013,14534906.969970
6012633.516297,6117324.600750,6259095.238506,9249465.896466,13423471.527994,6280000.444886,7302432.361749,7395321.357295,9274745.139727,13031522.259713,8914219.014001,6114788.021420,7477246.460440,13299668.481153,17650716.344553,3074457.377319,5409531.837338,5355248.058083,4101606.365050,18070203.576754,4287842.783751,7545088.242856,6799720.932312,5200919.563593,12295591.914535,8412690.413889,9408159.747967,10497171.652390,7716932.336521,14536001.235628
6012214.726813,6116954.684893,6258979.027058,9249628.558312,13421599.120935,6280069.927067,7299240.297637,7395873.041865,9276385.038735,13031624.184464,8915402.624405,6111420.236721,7475172.857887,13301223.434447,17650517.373462,3080517.269973,5419574.386032,5372396.592825,4091517.033322,18070627.585026,4291281.995975,7554011.316332,6805492.594746,5196422.227840,12288734.461355,8413638.969398,9414945.495025,10495713.043334,7719332.867470,14537511.766205
6012152.590962,6118790.980024,6258732.903589,9244038.508610,13421148.652014,6278697.584432,7298444.857981,7396155.167890,9278653.485837,13031991.971937,8915948.745001,6112541.518287,7476179.207052,13302117.944095,17651930.057466,3073764.142270,5393029.697434,5356536.577181,4097515.816194,18070913.230006,4286940.443281,7545037.031705,6788503.473787,5199575.058223,12288331.761548,8408930.131631,9409843.090964,10526301.954509,7717104.342951,14534132.800320
6010212.059523,6115564.432061,6258749.638773,9245118.427593,13420692.699841,6278809.127829,7295812.368929,7395978.130114,9276629.612654,13033734.250492,8916633.539968,6120070.313222,7470815.205269,13303399.451858,17674884.619045,3080133.347343,5411989.306383,5374949.388947,4088474.658658,18065953.741278,4290587.531813,7554622.335441,6805073.852722,5197105.059578,12288448.614251,8410107.388222,9414331.272105,10523203.238347,7699700.353316,14536113.142378
6007716.460326,6120161.509517,6257884.825538,9244821.732601,13421064.508699,6281596.973371,7292228.692217,7392638.344574,9279973.213860,13034584.472124,8920420.062742,6123793.973487,7470248.033994,13320863.579970,17658909.774306,3073012.025057,5391982.029996,5368873.048402,4094347.584636,18091621.692036,4287126.505896,7545367.319345,6803239.452775,5203414.880428,12289726.553448,8408166.312161,9411572.198912,10523853.300108,7696010.027882,14534985.656266
6007683.324338,6121161.804910,6255614.999932,9242863.019785,13422044.769581,6279488.720163,7285728.936809,7387877.063207,9271351.174425,13010556.637566,8921387.958847,6125850.740487,7469708.370023,13319893.973835,17636221.931450,3077914.024326,5403570.419768,5383402.164169,4085876.354402,18091320.266022,4290991.628603,7550988.944048,6807101.796968,5199410.535298,12289423.287537,8408758.932610,9404721.880686,10525453.364323,7694034.512807,14531973.843744
6007941.143179,6123104.560415,6255230.667074,9239266.346129,13422199.429140,6273702.250644,7281360.921519,7383452.118138,9264327.407806,12998844.240769,8922405.121223,6121946.291709,7469209.513423,13319604.112303,17636230.103191,3071205.592961,5386359.213113,5363626.929730,4092854.617222,18091464.276803,4288067.923779,7525212.080604,6803629.797647,5205289.365200,12288454.410302,8409510.805242,9400558.000658,10526894.071888,7690650.040695,14531071.806840
6005377.882260,6123738.940745,6255068.884247,9236968.725104,13421649.280650,6267237.884701,7275792.929740,7379418.146659,9257123.471819,12975689.340005,8923055.479163,6122951.163985,7468967.365975,13308557.037470,17636171.770500,3075658.406580,5403765.945686,5378892.371991,4090983.669222,18091500.901060,4291101.111161,7527425.722362,6818663.849223,5201609.306603,12285402.050755,8409374.617976,9406773.166300,10525812.071353,7703363.019143,14529815.880443
6005177.870442,6120178.372888,6254500.173466,9233906.476306,13411365.245896,6261399.980617,7270133.093882,7374633.079509,9245447.523743,12953968.321907,8922232.854200,6120207.281741,7468221.349316,13308340.500645,17637774.726756,3069222.264048,5387172.588198,5359643.982933,4096704.328628,18091337.801806,4288337.928835,7517120.530085,6814293.294292,5206893.556132,12284794.581035,8408507.261678,9402686.478044,10526997.833302,7703214.988392,14528803.603652
6005507.848793,6124540.482936,6254138.930234,9233274.559143,13412201.665268,6253192.306249,7264420.300060,7374384.149543,9239753.706110,12932072.590695,8916918.776564,6127798.094110,7467537.620985,13309114.805091,17637790.006996,3074567.547344,5405453.596344,5376429.686588,4089221.693697,18091466.222700,4291895.433550,7523771.985304,6815608.537774,5202507.010935,12283686.187827,8407896.176241,9374666.178814,10524037.012763,7701040.669056,14522734.383027
6006037.561947,6122403.855339,6254270.673485,9232889.309088,13414071.385144,6246185.948635,7262318.843127,7365316.268602,9229747.650239,12909953.397967,8917696.870685,6128175.755239,7468102.943079,13309279.644577,17638057.270082,3068842.363657,5388978.706514,5359326.736195,4098611.245857,18091134.017979,4287759.722191,7492748.323334,6810453.778662,5205704.891564,12290384.671722,8406947.483547,9365080.797772,10522875.544537,7691060.087702,14521239.128395
6005627.119693,6122676.995775,6253856.761692,9237487.280695,13402208.193752,6239187.532747,7261336.052808,7360610.947506,9218961.517808,12887870.630867,8913909.683566,6128594.536166,7467959.170440,13311048.101422,17636640.407617,3074525.115043,5411727.055734,5375077.957608,4090631.068476,18091139.589697,4291327.548801,7500959.843263,6824887.699204,5201448.788095,12290161.008497,8411309.497756,9371187.974631,10522903.410030,7688700.782319,14526645.062992
